content	label
 هل  كلها صالحه لالاستعمال  ولا  من  اول  استخدام  تنفجر	Negative
 وليه امرك الوهابيين  يكرعون  الخمر  والسديقي  كرعا  بالسر  والعلن  دون  تطبيق  الحدود  عليهم	Negative
 والله  لو  انه فايز  بعرب  ايدول  او  من  هل  برامج  الفارطه  غير  تلاقي  اضعاف  هذا  العدد  ياعمي  شعب  بحب  السح  اندح	Negative
 العاهات  اللي  عندهم ياناس  روحو  موتو  اشرف	Negative
 حطمت  كل  احلامي البريءه	Negative
 نشاطر  اخوهنا في  الاردن  احزانهم علي  الاغتيال  الوحشي  لالطيار  معاذ  ـ  الكساسبه  داعين  الله  ان  يكون  من  الشهداء  و  ان  يسكنه فسيح  جناته	Negative
 الحمد  انا  متفاءله  جدا  في  كا  امور  حياهي ورح  اضل  هيك  داءما	Positive
 لا  مش  فاهماك	Negative
 ما  احسنهم الله  يكون  معهم	Positive
 صوره مليانه  روح  ,  يعلم  الله  اني سعيد  جدا  فيها ففيها شباب  حافظين  لكتاب  الله	Positive
 الحمد  لالله  الذي  بنعمهه تتم  الصالحات  حمدا  غير  منقطع	Positive
 ولا  تنسو  تبسمك في  وجه  اخك صدقه	Positive
 شو  عاجبك  فيها مثلا  ?  لتكون  سيارهكم	Negative
 عنجد  هذا  الانسان  تافه  وحقير	Negative
 يجب  داءما  ان  نعتني بالورود  لكي  تكبر	Positive
 ما  اقسي  غربه الروح	Negative
 كن  كما  انت  لا  تتغير  من  اجل  احد	Positive
 صباح  الورد  لوجه  طيبه	Positive
 الواحد  عايش  وسط  قرف	Negative
 يتسابقون  الي  جهنم  و  باس  المصير	Negative
 اللهم  اهدنا  فيمن  هديت  وعافنا فيمن  عافيت	Positive
 لسنا  مجبرين  علي  تبرير  المواقف  لمن  يسيء  الظن  بنا من  يعرفنا جيدا  يفهمنا جيدا  فالعين  تكذب  نفسها ان  احبت	Positive
 المراه  كلها عوره حتي  صوتها عوره	Negative
 الله  يزيدك من  العلم  ما  تنتفع  به الامه	Positive
 الروح  و  المال  تفداك يا  قلبي	Positive
 صباح  العفو  والتسامح  صباح  الخير  لوجه  الخير	Positive
 سخافه الشاميين  ابدا  ما  ينفع  لهم الكوميديا	Negative
 اطالب  برحيل  هذه  الحكومه	Negative
 الاسلام  هو  حسن  الخلق  الالا تعرف  بان  الحبيب  صلي  الله  عليه سلم  لقب  امينا  قبل  نزول  الوحي	Positive
 عن  جد  انتي  ما  شاء  الله  عليكي  جزاكي  الله  كل  خير	Positive
 لا  شو  انا  مسخره كلكو  خنازير	Negative
 يا  ريهك ما  كبرت	Negative
 كسم  العته  البشري	Negative
 كافر  ملعون  جهنم  باذن  الله	Negative
 يلعن  ابو  هل  الاشكال  بس	Negative
 برامج  سخيفه تهدف  لهدم  الامه	Negative
 صباحات  النقاء  الابتسامات  الصافيه  من  القلب	Positive
 الله  يلعن  ام  هيك  نمر	Negative
 لا  مو  حلو  و  بخزي	Negative
 خير  صديق  في  الزمان  كتاب	Positive
 صار  عناد  وكره قله ادب  بس  ظلموها	Negative
 اسال  الله  عزوجل  له الثبات	Positive
 يا  لطيف  الله  يلطف  فينا يصلحنا ظاهر  باطن	Positive
 حتي  نعرف  نحل  مشكله المجاري  بعدين  منعمل  مفاعلات	Negative
 قصه جميله جدا  تعكس  معني  الايمان  التمسك  بالعقيده  الصحيحه  حسن  تعاليمها	Positive
 تبتنا ياربن  علي  دكرك  وشكرك حسن  الخشوع  في  صلاهك	Positive
 اهلا  وسهلا  بك  بيننا يا  طارق	Positive
 انبسط  يا  عم  افرح	Positive
 اهلا  وسهلا  بشخصك الكريم	Positive
 سلوا  الله  الجنه  والحوا  عليه في  طلبها ييسر  لكم اسباب  دخولها فكل  نعيم  دونها شقاء  وكل  فوز  دونها خسار  فمن  زحزح  عن  النار  وادخل  الجنه  فقد  فاز	Positive
 نقطه النهايه  وداعا	Negative
 لالاسف  البعض  يعتقد  ان  المفاعل  النووي  سيحل  مشاكلنا الاقتصاديه  ولكن  الاردن  لا  يمتلك  موارد  ماليه وهذا  يعني  الحاجه  لشريك  اجنبي  كما  اعلنت  هيءه  الطاقه  يملك  غالبيه  الاسهم  كما  في  تركيا  علي  سبيل  المثال  وذلك  يعني  ان  هذا  الشريك  سيمتلك  الجزء  الاكبر  من  المفاعل  ولن  يكون  ملك  لالاردن  وبالتالي  ستقوم  الحكومه  ايضا  بدفع  تكاليف  الكهرباء  لالمستثمر  وبالتالي  المفاعل  النووي  لن  يوفر  لك الكهرباء  بسعر  قليل	Negative
 اضحك  وفرفش  لكن  بحب  واداب  اعرف  حدود  المزح  واعرف  محله	Positive
 القتل  نهايه  الزوجه  اللعوب	Negative
 هذا  صدق  ولا  مجنون  ولا  يستهبل  وش  القصه	Negative
 ما  شاء  الله  .  .  .  ونعم  التعليم  في  الاردن  .  .  .  .  ابدعوا  الشباب  !  !  !	Positive
 مخالفات  السير  اصبحت  تشكل  عبء  اقتصادي  علي  المواطن	Negative
 حتي  بالستايل  مقلده  الله  ياخذ  عمره الغبي	Negative
 اذا  كنا  بالفعل  علي  موعد  مع  رفع  لاسعار  الخبز  كما  يشاع  ,  فالاولي  بالحكومه  اولا  ان  تقوم  بترشيد  الدعم  بحيث  يذهب  فقط  لمن  يستحقه !	Negative
 الراجل  الابس  ثوب  عليه جاكيت  شكله مسطول  من  جنوب  السودان	Negative
 شكلك دايما  متاخره  عن  المدرسه	Negative
 ما  شاء  الله  جميله جدا	Positive
 جسمها حلو  ترقص  عاريه	Negative
 يارب  اهدنا  وقوي  عزيمتا  الي  ما  تحب  وترضي	Positive
 و  بحب  الناس  الرايقه  الي  بتضحك  علي  طول	Positive
 عطله 15  يوم  وكمان  اسبوع  عطله و  20  دينار  لكل  طالب  هاي  مدرسه ولا  شهر  عسل	Negative
 ما  ارحمك يا  ربي بخلقك سبحانك يا  حبيبي  يا  الله	Positive
 ارجوك يا  استاذنا الفاضل  ادعيلي  بالنجاح  في  مسابقه المجستير  العام  القادم  والشفاء  بارك  الله  فيك	Positive
 وانا  مع  انو  الطاقه  الشمسيه  هي  البديل	Negative
 تنظرون  لا  الشام  يقتلون  بدم  بارد	Negative
 كن  ايجابيا  وتذكر  ان  قليلا  من  التفاءل  قد  يصنع  الف  طريق  نحو  السعاده  صباحكم مليان  طاقه ايجابيه	Positive
 والله  ايلي  اختشه ماتوا	Negative
 خسءو  وخسء  امثالهم ومن  طاوعهم	Negative
 متفقين  معهم البرنامج  خايس	Negative
 من  زمان  ما  شفت  مخلوقات  فضاءيه	Negative
 سلمت  يداك روعه	Positive
 لو  اغلقت  الابواب  في  وجهك واظلمت  الدنيا  خنقهك الدموع  و  ضاقت  بك  الارض  استحضر  معني  اسم  الله  الفتاح  القادر  سبحانه قادر  علي  فتح  ما  انغلق  من  امرك	Positive
 غيب  عن  وجهي	Negative
 كيف  لا  احبه و  في  كل  مساء  يهديني شيءا  من  روحه	Positive
 يارب  قربني اليك واقترب  لي اكثر	Positive
 بارك  الله  في  دين  الاسلم	Positive
 انا  فعلا  عملت  كده والحمدلله  بقيت  احسن  من  غير  الحجات  الي  ربنا خدها مني الحمدلله	Positive
 عيب  عليك ماتستحي	Negative
 تفاءلوا  بالخير  تجدواه اعملوا  الصالحات	Positive
 الاردن  لديه الخبره  في  مجال  اداره  الموارد  البشريه  واستخدام  هذه  الامكانيات  بافضل  مايمكن  لتوجيه  اقتصاد  الدوله	Positive
 بطلت  كتير  وكل  ما  اترك  والتزم  مع  ربنا برجع  تاني  وكل  اما  ارجع  ارجع  اكتر  من  الاول	Positive
 يعني  بكل  وضوح  بدكوا  تذلوا  الشعب  الاردني  تخلواه كل  شهور  يصف  طابور  عشان  يوخدلوا  اكمن  ليره	Negative
 الوفاء  اصبح  شء  نادر  يكاد  يكون  معدوم	Positive
 اللهم  قني شر  نفسي	Positive
 من  كانت  له عزيمه  لن  يياس  ومن  بغي  الاجر  من  الله  ثابر  حياكم الله  اخي  مءمن	Positive
 ما  شاء  الله  والله  انها امر  متل  الكرتون	Negative
 والله  شككني في  البرنامج  انه سوبر  ستار  او  برنامج  كوميدي	Negative
 انه النووي  ضرره علينا اكتر  بكتير  من  فواءده	Negative
 نادرا  ما  بتصير  لو  انه الشعب  بتطور  وبيتعلم  مع  الوقت	Negative
 الاخلاص  اللهم  انا  نسالك الاخلاص  في  القول  العمل  السر  العلن	Positive
 نعم  لنجعل  حب  الله  هو  الغايه  وربنا يسامح  كل  تاءب	Positive
 اللهم  اعنا  علي  انفسنا اجعلنا  نري  الدنيا  صغيره الاخره  كبير	Positive
 تفه عليك وع  شكلك اول  ما  نشهرت  طلقت  زوجها خنزيره	Negative
 اهما  ودهم يروحون  النار  لكن  النار  مارضت  فيهم	Negative
 يا  رب  بناتنا شبابنا كلهم يستطيعوا  العمل  بهذه  النصيحه  يا  ريتا  كلنا نتذكر  اننا كلنا دعاه لالاسلام  باخلاقيهنا الصفات  الحسنه	Positive
 الكرامه  فوق  كل  شيء	Positive
 اذا  الخبر  صحيح  انا  اول  شخص  بطالب  بالهجره  لاي  دوله خليجيه او  اوروبيه  او  حتي  اسراءيل	Negative
 السهر  احد  مسببات  مرض  السكر	Negative
 يعني  هيك  برامج  بتبين  لالناس  وين  صرنا كم  صارت  نسبه التخلف  بين  شباب  امهنا	Negative
 عذبت  ام  العود	Negative
 سافل  و  غشاش	Negative
 لا  يغير  الله  ما  بقوم  حتي  يغيروا  ما  بانفسهم	Positive
 احلي  شيء  النهايه  الباقيه  صح  كلامك	Positive
 يلعن  ابو  التفاهه	Negative
 ربك دايما  جنبك لو  ناديتوا  ها  تلاقه	Positive
 اليك يا  ربي قلبا  لم  يستعن  بسويك ,  ياوي  اليك لترضي  ويهتدي  بهديك	Positive
 اللهم  ارزقنا  الصحبه  الصالحه	Positive
 اللهم  لا  شماته ليش  ياربي  يحرجوا  انفسهم	Negative
 الضغوط  النفسيه  لها تاثير  في  النهايه  ,  سمعت  قصه عن  اشخاص  انتحروا  بسبب  تعليقات  ساخره ضدهم .	Negative
 والله  هبل  في  هبل	Negative
 الاردن  لا  تمتلك  اي  الخبرات  الفنيه  في  انشاء  او  صيانه  او  تشغيل  المفاعلات  النوويه  لاردن  ليس  لديها سوي  شهادات  دكتوراه  في  هذا  المجال  نظريه بحهه ان  انشاء  مفاعل  نووي  يعني  مقامره كامله بمءات  الملاين  المضحك  في  الموضوع  ان  بدايه المشروع  ستكون  انشاء  مفاعل  تجريبي  او  تعليمي  يتبع  لهيءه  الطاقه  النوويه  اليس  الاجدر  بهكذا  مفاعل  ان  يتبع  لاحدي  الجامعات  علاوه  علي  ان  كل  هيءه  الطاقه  تم  انشاها رضواه لفلان  وعلنتان  الاولي  يا  ساده ان  يتم  طرح  انشاء  شركه لالتنقيب  عن  اليورانيوم  وبيعه لتصبح  الاردن  دوله مصدره لهذه  الماده  امر  اخر  كثر  الحديث  مءخرا  عن  انه يوجد  في  الاردن  بترول  بكميات  علي  الاقل  تكفي  استهلكنا  المحلي	Negative
 ليش  ما  نتعلم  من  الي  صار  في  اليابان  وروسيا  المانيا  الغت  نظرهها في  بناء  مفاعلات  نوويه استخدام  الطاقه  البديله	Negative
 الي  ابن  بشار  الاسد  كس  اخت  ابوك	Negative
 يا  رب  استجب  دعاءنا وانصر  اهلنا في  سوريا	Positive
 من  بغضه رب  العالمين  لن  يحبه احد	Positive
 لا  تتهاون  بحجاب  زوجهك فهناك  رجال  في  الطرقات  في  قلوبهم مرض  يتمتعون  بالنظر  لنساء	Negative
 سنبقي  نذكر  دوله الشهيد  وصفي  التل  الذي  كان  رءيسا  لالوزراء  حبيبا  لالفقراء	Negative
 الغباء  واضح	Negative
 و  الناس  يدرون  شو  بقول  عنهم في  نفسي وهم  يتكلمون  ما  يكلمني حدا  نهاءي	Negative
 صباح  القشطه	Positive
 اللهم  اجعل  سريرتي  خير  من  علي  نيتي  اجعل  علي  نيتي  صالحه	Positive
 ربك دايما  جنبك لو  نديته هتلاقيه	Positive
 اتصور  لو  ظليت  ما  اتعلق  احسن  انه تعليقاتك مقرفه	Negative
 والله  شوي  وتجيني  جلطه  لما  ماطلعت  الاولي  ذيك  المره	Negative
 انا  شوفت  وقاحه بس  زاي  وقاحه الاخوان  ما  شوفت	Negative
 يا  تري  الحكومه  بدها تزيد  دعم  المواطن  الي  الله  يكون  في  عونه	Negative
 الله  يخزيكم عند  امن  الوطن  مافي  سلطي  ولا  كركي  ولا  طفيلي  الاردن  فوق  الجميع  قالوا  بنحبك يا  وطن  رد  عليهم الوطن  بغصه  حبوا  بعضكم اول	Negative
 اذا  لم  تقل  لا  لالظلم  فسيستمر  الي  الابد	Positive
 ربي  يزيدن  ايمان  وتقه يارب	Positive
 ما  بكره حد  قدك	Negative
 ماشي  هسا  انا  صرت  وله طيب  في  حدا  بيشبهك  كتتير	Negative
 هل  تعلم  ان  المطر  يتشكل  اولا  علي  هيءه  بلورات  ثلج  داخل  الغيوم  يتحول  الي  قطرات  ماء  بعد  ذوبانه هو  في  طريقه الي  اليابسه	Positive
 اذا  كان  المدير  يخاف  من  معلم  مبدع  وكان  زملاء  العمل  يحاربون  هذا  المعلم  فهم  في  الحقيقه  ينتقصون  من  حظ  طلابه	Negative
 انماما بعثت  لاتم  مكارم  الاخلاق	Positive
 اللهم  ارزقنا  رزقا  حلالا  تغننا به عن  حرامك	Positive
 ضع  امنياتكم في  سجده انساها وتاكد  ان  الله  لن  ينساها ابدا	Positive
 من  يتقي  الله  يجعل  له مخرجا	Positive
 عجل  يا  الله	Positive
 من  احبه الله  حبب  به خلقه	Positive
 ركز  في  الاجابه  وقول  يارب  وخد  قرار	Positive
 ولا  خير  في  امر  كرهت  ان  يطلع  عليه الناس	Negative
 اني احبك في  الله	Positive
 اللهم  ابعد  عني شهوات  الدنيا  وقربني منك واغفر  لي ولكل  المومنين	Positive
 يا  الله  ارحم  عبدك الفقير  المسكين  وجميع  المسلمين  والمسلمات	Positive
 من  قلت  الذوق  هذه  الافعال	Negative
 يالله  ما  اروع  هاءولاء  الناس	Positive
 اللهم  ان  كان  لي عوض  علي  صبري	Positive
 صار  بدها بطاريه  التقوي  شحن	Positive
 اسال  الله  في  علاه  ان  يحفظكم بما  يحفظ  به عباده الصالحون	Positive
 طالما  انك تتوجه  الي  الله  عز  وجل  باستمرار  فلسوف  يفتح  عليك اكثر  منما تتخيل	Positive
 اذا  غلبك امر  وعجزت  عن  التعامل  معه فكرر  يا  حي  يا  قيوم  برحمهك استغيث	Positive
 اللهم  ارضنا بما  قسمته لنا	Positive
 الاهم  نكون  صادقين  مع  نفسنا لنكون  صادقين  مع  الاخرين	Positive
 صبحك الله  بالخير	Positive
 كلام  جميل	Positive
 فاضل  قلمين  نخلص	Negative
 الله  يبارك  فيك انك غيرت  في  صاحبتي  كتير  وهي  من  المتءثرين  فيك وهي  اللي  عرفتني عليك	Positive
 هو  بن  وسخه ادمان  وبالذات  لو  متابع  اخبار  وحاجات  يوميه	Negative
 اللهم  اعني  علي  ترك  المعاصي  حبا  في  نور  وجهك	Positive
 الجنه  ما  تنطاق	Negative
 مرره دلوع	Negative
 عنجد  بخزي	Negative
 الي  يقارن  بينه وبين  مرسي  يبقي  متخلف	Negative
 مالكيش  حظ  في  اصحابك ولا  اهلك	Negative
 جد  اشي  بخزي	Negative
 يمتاز  الاردن  بتنوع  السياحه  فيه فتنقسم  السياحه  الي  سياحه علاجيه سياحه دينيه  سياحه معارض  سياحه اثار	Positive
 ليش  محشورين  علي  بعض  كذا  خلصت  الطاولات  مالقو  الا  الطاوله  الخايسه	Negative
 اللهم  اجعلني  مقيم  الصلاه  من  ذريتي	Positive
 السعي  وراء  الرزق  عباده و  جهاد	Positive
 والله  انك فشلت  العرب	Negative
 يارب  احمينا من  شرور  انفسنا وسي  ءات  اعمالنا	Positive
 متسمم  فكره الولد  وصارت  حالهه صعبه يا  حنين  انت	Negative
 ايها  الصغار  المتناكفون  انكم مع  كل  منشور  ضد  بعضكم البعض  تصغرون  اكثر  منما انتم  صغار  فلا  يسلك  هذا  الطريق  الا  صغير  ساذج  يحب  ان  يعيش  علي  القذارات	Negative
 الاردن  هذا  الي  كله فخر  واعتزاز  لمدح  مشروع  الطاقه  الشمسيه  في  الديوان  الملكي  كيف  شعوره لو  المشروع  طاقه نوويه  ?  !  شو  علاقه الفخر  والاعتزاز  ?  !	Negative
 ما  يستحون  هم  جايين  لو  انا  منهم اروح  اقشر  بصل	Negative
 الحمد  لالله  ما  اكرمك يا  الله	Positive
 فطست  ضحك  علي  الشايب	Negative
 والله  حرام  يعني  ما  يدرون  انهم مصخره	Negative
 لا  طبعا  التقرب  الي  الله  هو  خير  علاج  لالحالات  النفسيه	Positive
 غباء  في  غباء  لان  نفس  الحركه  صارت  في  يعني  قلدنه البرنامج  وبعد  التصرفات  اووف	Negative
 الله  ما  يحرمنا من  كلماتك الحلوه  يا  شيخنا	Positive
 ما  هيك  بيقولوا  لالاسف  ما  عجبت  حدا  انت  جاهل  يا  هذا  ليس  هكذا  تدعو  الناس  لقول  لا  اله  الا  الله  محمد  رسول  الله  انت  غبي  يا  صاحبل  هذا  البوست  لا  تفقه شيءا  من  العلم  الدين  انت  هيك  تبين  انك في  قمه الجهل  العار  قل  كلاما  جيدا  محببا  لا  تتلفظ  بالكلام  السيء  انماما تعجبنا كلنا لو  قلت  انطقوا  بالشهادتين  يا  اولي  الالباب	Negative
 يا  رب  اجعلنا  من  الصالحين	Positive
 من  اين  لنا المياه  لتبريد  المفاعل  النووي  فهو  يحتاج  الي  نصف  مليون  مترا  مكعبا  من  المياه  لتبريده سنويا  علي  الاقل  والقاصي  والداني  يعرف  اننا في  بلد  يعاني  من  شحه المياه  اما  كعلوم  معرفه  بالعلوم  النوويه  الطاقه  فانا  احب  ان  يتعلمها المتعلمين  في  بلادنا بدءا  من  جدول  مندلييف  لالعناصر  مرورا  العناصر  المشعه  نظريه اينشتاين  لالطاقه  نظريات  الفيزياء  الكميه  البحث  في  عمر  البروتون  النيوترينو  والكواركات  واللبتونات  وال  النظاءر  المشعه  تفتيت  الذره  اشعه  جاما  بيتا  الفا  الراديوم  البلوتونيوم  البروتونات  كافه النظريات  بما  فيها انواع  المفاعلات  النوويه  تجارب  الامم  فيها مثل  اليابان  المانيا  روسيا  فرنسا  امريكا  لالعلم  فقط  انها علوم  نظريا  سهله بسيطه يستطيع  فهمها حتي  الانسان  ذو  الخلفيه  الرغبه  العلميه  علي  جميع  او  علي  الاقل  جزء  من  @@علماءنا@@نا ان  يقرروا  المسار  الذي  يجب  ان  نسلكه نسير  فيه بهذا  الخصوص  بموازنه المخاطر  المكاسب  بعدها علي  اساس  النتيجه  الفاءده  الواضحه  يتم  الاعتماد  لقرارهم ان  كان  سلبا  ام  ايجابا	Negative
 يارب  اجمع  امهك علي  دينك يارب  وشت  اعداء  الدين	Positive
 الاكل  زاكي  كثير  كثير	Positive
 صدقهي راءعه معبره الكلام	Positive
 صراحه بخزي  من  دون  مجامله	Negative
 والمصحف  عاهات	Negative
 ربنا  يستر  واخلاق  المتاسلمين  لا  ترجعه مره اخري	Positive
 اشي  بقهر  مش  لا  هل  درجه	Negative
 خلتني اضحك  رغم  اني مكتءبه جدا	Positive
 هذا  سلامي  يسبق  البرق  الطير  فيه الحروف  معطره بالتحيه	Positive
 الطاقه  الشمسيه  هي  البديل  وليست  الطاقه  النوويه	Negative
 اول  واحد  ذكرني بصاحب  اسمه قرده	Negative
 اشرب  من  كاس  المر	Negative
 صباح  الامتحانات	Negative
 اللهم  اصلح  حالنا وشاننا كله واجمع  لنا خير  الامور	Positive
 تافهين  جدا	Negative
 لك كلك ذوق  حكمه	Positive
 مع  مرور  والوقت  وزياده  الالتزامات  والمسءوليات  قد  تنسي  ما  كنت  تستمع	Negative
 يارب  ثبتنا بعد  اخذ  القرار  لان  هو  ده  الاهم  الاصعب	Positive
 كل  شخص  فينا بيتمني  الخشوع  في  صلاته يا  رب  يتقبل  صلاتنا صيامنا	Positive
 تحيه لاهل  فلسطين  الغاليه	Positive
 مجانين  العرب	Negative
 يارب  تهدينا  الي  الصراط  المستقيم  يارب  تقبل  مننا	Positive
 مش  طبيعي  سماكه الدم  شو  ها  عدوله خرب  المفطع  لشو  المبالغه  والاوفر  يعني	Negative
 الحياه  مستمره سواء  ضحكت  ام  بكيت	Negative
 نسال  الله  العفو  العافيه	Positive
 اقسم  بالله  انه منتهيي	Negative
 يا  ربي  شو  هالولد  الله  مجنون  مبيستحييش  متاكدين  انو  مغربي	Negative
 يا  الله  عالمواساه  يرحم  ايام  زمان	Positive
 يا  اخوان  انتبهوا  الي  انه اكثر  المشتركين  المايعين  من  لبنان  او  سوريا  وهذا  حالهم لان  تركوا  مله الاسلام  وتبعوا  الميوع  مع  الشيطان	Negative
 فلما  الحزن  فلقد  اصبح  الحزن  صديقي	Negative
 طلعوا  العرب  اخس  واخس  واخس	Negative
 حسبنا الله  ايش  صاير  لشبابنا الحشيش  والمخدرات  غزههم الله  يهونها ويحفظ  شباب  وبنات  الاردن	Negative
 وانا  من  الناس  اللي  فعلا  محتاجين  يحاسبوا  نفسهم ويصلحو  من  نفسهم اننا عارفين  انه لا  ملجا  لنا الالا لالله	Positive
 الله  يثبتك ينور  طريقنا	Positive
 هاكدا  هو  دين  المحبه  الصحيح  بس  لالاسف  الكثيرين  يتبنواه حسب  ما  يشتهون	Positive
 ما  اسخفك	Negative
 صباح  الحريه  والنصر	Positive
 لو  نريد  الخشوع  حقا  نطلق  الدنيا	Positive
 هو  هذا  اسلامك يا  زاني	Negative
 للهم  خذهم اخد  عزيز  مقتدر  فانهم لا  يرحموا  الضعفاء  اللهم  سلط  عليهم عذابك فانهم ارونا  الويلات	Negative
 اسفل  من  بعضهم	Negative
 الانكسار  من  اسوء  الاشياء	Negative
 عظيم  هو  اسلامنا	Positive
 اللهم  لا  تكلنا الي  انفسنا طرفه عين	Positive
 اللهم  اني اسالك خشيه  في  السر  والعلن	Positive
 اللهم  اجعلنا  داءما  مسلمين  صادقين  في  افكارنا في  اعمالنا	Positive
 انشاء  الله  نكون  راضين  بقضاء  الله  لكننا نرجو  من  الله  اللطف  فيه	Positive
 المشكله  ناس  بتسمع  حالها بالحمام  هيه  وبتغني	Negative
 ودي  اكسر  الابتوب  علي  راسه	Negative
 سوبر  حمار  والله  هذا  السوبر  حما  سبب  في  تخلفنا	Negative
 الله  يهدي  الجميع  لالاسلام	Positive
 شو  بالالا يا  دانيا  المشكله  مش  عارفه تكتب  هعهعه	Negative
 قلولهم  هذا  سوبر  ستار  مش  مسابقه لبياع  الخضار	Negative
 علي  فكره المعلقين  هدول  ولاد  حرام	Negative
 والله  نحن  مو  ناقصنا  وجع  قلب  بس  ضايل  علينا النووي  و  صحه  البشر  مش  برضو  خطيه المسءولين  ?  خلص  ما  عاد  في  شي  فارق  والله  عحب	Negative
 والله  انك مهزله	Negative
 اموت  فيج  رويده	Negative
 والله  لو  طلبوا  مين  اللي  عندو  قلب  قوي  ?  ?  ?  متر  لالجري  مايتقدم  ولا  حمار  عربي	Negative
 عجبتني الحلقه	Positive
 جميله اوي  اوي  اوي  يارب  الكل  يحس  معني  الكلام  ده	Positive
 والله  مش  طبيعي  حرام  الله  غير  تنتشر  السرقه  النهب  خرب  الامان  النشور	Negative
 لا  تعليق	Negative
 يا  رب  ارزقنا  الفرح  والسعاده	Positive
 يلعن  شرف  خواتك	Negative
 لا  نووي  ولا  صوبه بواري كالعاده  نصبه جديده	Negative
 الله  لا  يشبعكو  يا  حراميه	Negative
 اموت  بصوهها	Negative
 كل  شء  ماله معني  بهالحياه  الا  الفلوس  هي  الحياه  وهي  من  تقرر  مصير  كل  شء  بهالدنيا  الا  شء  واحد  الموت  لا  يتناغم  مع  الفلوس	Positive
 والله  انك مسخره يا  عجوز	Negative
 اقسم  بالله  ان  العرب  اكثر  الشعوب  تخلفا	Negative
 الحب  بين  الزوجين  اوسع  ابواب  السعاده	Positive
 الفن  اصبح  هابط  هذه  الايام	Negative
 تم  تنفيذ  الحكم  الي  في  الرد  الاول  وتم  اعدام  اول  راس  والباقي  بالطريق	Negative
 وسدءيني  انكو  كلاب	Negative
 اه  ياشويه  عاهات	Negative
 صباحك طيب  كطيب  المسك  العنبر	Positive
 اللهم  اجعل  لنا ايمانا  صادقا  قلبا  خاشعا  علما  نافعا	Positive
 لعنكم الله  جهنم  وبءس  المصير  ايها  العازفون	Negative
 ايس  شراع  القرف	Negative
 ليهنا نستطيع  الابتسامه  في  الاوقات  المءلمه	Positive
 انته والمعك كلهم سافلين  ووقحين	Negative
 قمه التخلف  البشري  الله  يشفيهم	Negative
 والله  انكو  ما  بتخافوالله	Negative
 حرام  تحمل  اسم  عظيم  زي  هيك	Negative
 فيروسات  بشريه	Negative
 عالم  فاضيه  بيسمو  الغناء  فن  بيشغلو  الناس	Negative
 مالك  دين  مثل  الكلاب  الضاله  الالا اقولك مثل  مومسات  عاهرات  المراقص  عندكن	Negative
 الماء  اساس  الحياه	Positive
 تسلم  انت  وافكارك	Positive
 اللهم  اكرمنا برضاك	Positive
 ما  الزه شكله بشهي  بدي	Positive
 حفظ  الله  وطننا من  المنافقين  المتاردنين	Negative
 يا  سيدي هدول  عاهات  ولالله  يعني  فيك تسحب  عليهم قرض  من  البنك  كونهم عاهات	Negative
 صوته مره منبح  احسه تعبان  عاد  زبدوله  مابقي  الا  يطلع  بعد  شوي	Negative
 يا  رب  نستغفرك ونتوب  اليك يا  رب  ما  لنا سويك	Positive
 لا  تحزن  الدنيا  ما  فيها اشي  تحزن  عليه	Positive
 اهل  العقول  براحه ام  نسيانك يابو  نسيان  صعب  والله  صعب	Negative
 انا  بدات  اتحرك  شاركت  بفكره ستغير  الكثير  من  واقعن	Positive
 اللهم  ثبته علي  دين  الاسلام  اللهم  يا  مقلب  القلوب  ثبت  قلبي علي  دينك	Positive
 عنجد  انو  باله	Negative
 من  ترك  شيءا  لالله  عوضه الله  خيرا  منه	Positive
 هذه  رويدا  عطيه  يا  الخبوول	Negative
 حثاله  علي  حثاله  والحثاله  انظف  منهم	Negative
 كثر  الله  من  امثالك زادك الله  علم	Positive
 يعطيك العافيه	Positive
 اعنكم الله  تقبل  منكم يسر  طريقكم	Positive
 ان  المعلم  الذي  يسعي  لالتطوير  والاستزاده  هو  الاقدر  علي  غرس  الالتزام  والطموح  في  طلابه	Positive
 لعن  الله  المتشبهين  من  الرجال  لالنساء	Negative
 عندماما يقدم  طلاب  علي  حرق  الكتب  المدرسيه  والاضراب  فنحن  نعيش  انتكاسه في  التعليم  بطلها المعلم  الغير  مبالي  الذين  اججوا  وافتعلوا  الازمه	Negative
 انا  حاسه  انه قلبي مليان  وعامر  بنور  الله	Positive
 ارحمونا  صرنا نصف  السياره  نطلع  بالباص  حرام  عليكم	Negative
 اللهم  ارزقنا  كما  ترزق  البغاث  تسلميلي  هنوده حلواه كثير  الله  يفتح  عليكي  يهدينا اياكي	Positive
 فعلا  برنامج  ساقط  واللي  بيتابعه  اسقط  منه	Negative
 اللهم  استرنا  وجميع  بنات  المسلمين	Positive
 تقول  داخله فيها ترله انحولت  مع  الاغنيه	Negative
 كلمات  راءعه حلواه لا  احلي  ان  يكونو  في  النهايه  راءعون	Positive
 اصلا  ابو  وديع  لو  كان  اجا  كان  خسر	Negative
 نعم  احسنت  واجبه علي  كل  مسلم  وحق  لكل  مسلم  فتح  الله  عليكم	Positive
 والله  رفعتوا  راسنا يا  شباب  الله  يقويكم	Positive
 اللهم  انس  قلوبنا بذكرك	Positive
 ما  احقر  الاصدقاء  حينما  يصبحون  غرباء  فجاه	Negative
