content	label
يجب دائما ان نعتني بالورود لكي تكبر	Positive
ناقص و كذاب وما في مصداقيه	Negative
يا رب نستغفرك ونتوب اليك يا رب ما لنا سواك	Positive
كن انت التغير الذي تريد ان تراه	Positive
وهابي عفن ومكبوت تفكيرك محصور بين فخذيك فقط لاغير الجنه اللتي ستدخلها انت لا اريد دخولها جهنم اشرفلي واهون علي من ان اكون مع احد الوهابين المنحطين لواطيي الاطفال	Negative
عندما يقدم طلاب على حرق الكتب المدرسيه والاضراب فنحن نعيش انتكاسه في التعليم بطلها المعلم الغير مبالي الذين اججوا وافتعلوا الازمه	Negative
يارب احمينا من شرور انفسنا وسىئات اعمالنا	Positive
اللهم احفظني بحفظك حسبي الله لا قوه الا بك	Positive
كيف لا احبه و في كل مساء يهديني شيئا من روحه	Positive
اللهم اجعلنا ممن تنظر اليهم بحب اشتياق اجعلنا من عبادك التوابين المخلصين العابدين الحق لدينك احفظنا قنا نار وقودها الناس الحجاره يا رب	Positive
مش النووي ان صار وما اظنش اسرائيل تسمح باقامته بهالسهوله هو اللي بيعني انو نحن متطورين او متقدمين	Negative
لا مو حلو بخزي	Negative
واذكر ربك اذا نسيت وقل عسى ان يهدينى ربى لاقرب من هذا رشدا	Positive
الحلال بين و الحرام بين واتقوا الله	Positive
اتقوا الله فينا بكفي رفع اسعار الرواتب بالحضيض	Negative
الحمد لله اكسجين يعيد للصدر انفاسه ف تجدها الصوت السعيد الصوت المتئاكل من البكاء	Positive
تحطم ماتبقى من اطيافي	Negative
الله غلى المسلمين فى توادهم وتراحمهم	Positive
لانه النووي ضرره علينا اكتر بكتير من فوائده	Negative
والله هذا الى حصل معانا ومع ناس كثيره بدل حب الحرام بحب الحلال يبدل الله كيانك	Positive
تنظرون لا الشام يقتلون بدم بارد	Negative
الله عليك بجد رنا يهدينا كلنا ويهدي شباب المسلمين جميعا يارب العالمين	Positive
كنت اشوف الاجانب اقول موسوسين	Negative
الاكل زاكي كثير كثير	Positive
انني كومه من القلق والرجفه اكثر من كوني انسان	Negative
سوبر طقاع اول واحد جايته زبيريه	Negative
مستحيل اثق بذوق حدا ما بحب يسمع لام كلثوم	Negative
قول يا الله ده عنك مش بعيد متشلش هم ولا تشعر بضيق اقول يالله اهديني ياقلبي عشان اتوب امحي الذنوب واهديلي الطريق	Positive
فطست ضحك على الشايب	Negative
اهلا بيك فى دين الله ربنا يثبتك ويزيدك ايمانا انا فرحانه بيك كتير	Positive
الانكسار من اسوء الاشياء	Negative
واضح جدا ان اغلب الناس هاي عندها مشاكل نفسيه	Negative
انت واحد حقير	Negative
الغموض لغه لا يتكلم بها الا من ذاق متاعب الدنيا	Negative
حقيقه العمل التطوعي ، يساعد في القضاء على اوقات الفراغ ، يمنحك خبرات وتجربه جديده	Positive
ربنا يعنا علي كل شيء	Positive
سابقى رائعا معك الى النهايه ان بقيتي رائعه معي الى النهايه	Positive
اللهم زينا بالخلق الحسن ارزقنا الامانه نظافه القلب اللسان امين	Positive
اللهم اجعلني مقيم الصلاه من ذريتي	Positive
صحيح الابتسامه لها تعابير كثيره	Positive
الله يكثر الافراح	Positive
كرامتي افضل من سعادتي	Positive
كن انت ذلك الشخص	Positive
صباحات العقول اليقظه الهمم الحييه المتوثبه	Positive
وهاد اللي بخبص حكي ملوش معنا ابن مين هاد	Negative
حسبي الله عليكم الله بحاسبكم على كل حد بينفتن بسلبكم الله لا يسامحكم	Negative
الخشوع هو المرحله التاليه للتركيز والتركيز ياتى باطاله القراءه والتدبر واطاله الركوع والسجود	Positive
المراه كلها عوره حتى صوتها عوره	Negative
اين ذهبوا العلماء والمخترعين والمفكرين جرب في جرب	Negative
انا بكرهك	Negative
برنامج قديم	Negative
فاضل قلمين نخلص	Negative
والله ما يحرر عزبت بنقاليه	Negative
لسانك قذر يا قمامه	Negative
عيب يغني ده السادات وده ابن مره	Negative
قصه رائعه افادك الله من العلم لتفيدنا دائما	Positive
الي انا شايفو انو المفاعل راح ينعمل في الاردن راح يخدم دول تانيه يعني مش عشان سواد عيونا	Negative
اللهم اجعلنا من اللذين يصلحون فى الارض ولا يفسدون	Positive
ابشرك فيه تحسن ولله الحمد باذن الله يرجع قريبا	Positive
الغرب فسق وعائلات مفككه والنساء عاهرات،المدارس تعلم الجنس للاطفال يشربون الكحول وياكلون لحم الخنزير ثم يقول: وجدت في الغرب اسلام بلا مسلمين	Negative
انما بعثت لاتم مكارم الاخلاق	Positive
الفاشل من يياس ويقف عند اول حاله رسوب	Negative
اذا اردت ان يفتح الله عليك فالزم هذا الدعاء البسيط اللهم اجعل اﻷخره همي	Positive
انسان غريب	Negative
الله اكبر ما من دابتن الا على الله رزقه	Positive
يا ظالم الك يومك	Negative
الاسلام هو حسن الخلق الا تعرف بان الحبيب صلى الله عليه سلم لقب امينا قبل نزول الوحي	Positive
فعلا فضايح ما توقعتها في شبابنا المتخلف اخلاقيا وصوتيا وبدنيا اها وعقليا بالتاكيد	Negative
والله انك مهزله	Negative
من اين لنا المياه لتبريد المفاعل النووي فهو يحتاج الى نصف مليون مترا مكعبا من المياه لتبريده سنويا على الاقل والقاصي والداني يعرف اننا في بلد يعاني من شحه المياه اما كعلوم معرفه بالعلوم النوويه الطاقه فانا احب ان يتعلمها المتعلمين في بلادنا بدءا من جدول مندلييف للعناصر مرورا العناصر المشعه نظريه اينشتاين للطاقه نظريات الفيزياء الكميه البحث في عمر البروتون النيوترينو والكواركات واللبتونات وال النظائر المشعه تفتيت الذره اشعه جاما بيتا الفا الراديوم البلوتونيوم البروتونات كافه النظريات بما فيها انواع المفاعلات النوويه تجارب الامم فيها مثل اليابان المانيا روسيا فرنسا امريكا للعلم فقط انها علوم نظريا سهله بسيطه يستطيع فهمها حتى الانسان ذو الخلفيه الرغبه العلميه على جميع او على الاقل جزء من علمائنا ان يقرروا المسار الذي يجب ان نسلكه نسير فيه بهذا الخصوص بموازنه المخاطر المكاسب بعدها على اساس النتيجه الفائده الواضحه يتم الاعتماد لقرارهم ان كان سلبا ام ايجابا	Negative
من يتوكل على الله فهو حسبه	Positive
سالت اصحابي ف هذا المجال و حكولي غير URL مكلف. الكل باكد انه الحل لوضع الاردن الحرج هو طاقه نوويه	Negative
المشكله ناس بتسمع حالها بالحمام هيه وبتغني	Negative
ستضافتهم وعاملتهم معامله انسانيه ولم تحصرهم في مخيمات تفتقر لادنى مطلوبات الحياه مثل الاردن	Positive
صوته مره منبح احسه تعبان عاد زبدوله مابقى الا يطلع بعد شوي	Negative
يا رب اللهم اجعلنى خير مما يظنون اغفر لى ما لا يعلمون	Positive
فعلا اللي بيستحوا ماتوا	Negative
وش يحسون فيه يع	Negative
بارك الله في دين الاسلم	Positive
والله ثقف نفسك ده بيقول كلام زى الفل	Positive
يخسو الشيعه الخنزير	Negative
تضرب منك لعدوله	Negative
اللي لفت انتباهي الدبه اللي جنبها	Negative
وهابي تاج راسك يا اللي تاكل من وراك اذا في الوهابيه شئ مخالف لكتاب الله سنه نبيه اذكره لا تكون كالببغاء تردد خلف الناعقين لتثبت انك على الصراط انت في هوه الخراب طنت من طنوت سوريا	Negative
اللهم انا نسالك رزقا حلال طيبا مباركا يعيننا علي طاعتك	Positive
ما شاء الله الله يثبتك	Positive
اللهم اتم علينا مكارم الاخلاق	Positive
المسلم الفطن النقي يتصرف بما يرضي الله في السر العلن نسال الله عز وجل ان نتبع كل ما يرضيه عنا	Positive
عوام الشيعه بين ساذج ومغفل وجاهل ومتجاهل ولا يمكن لعاقل ان يظن ان عباده الله تكون بان تقضي حياتك بين لطم ولعن وتباكي	Negative
اللهم اجعلنا ممن ياخذون بالاسباب	Positive
الله يخزيك	Negative
صباح الورد والفل	Positive
مت عليهم حيطه هالانذال اصحاب الاجندات الخاصه الخارجيه العميله	Negative
والله كذب من سوبر ستار القذر هذا	Negative
اللهم لم شمل جميع المسلمين	Positive
اه لو لا القران لقلت ان انكر الاصوات لهذه الاصوات	Negative
بجد ربنا يبارك فى كلماتك بتوصل والله	Positive
يجب على المسلم ان يواسى اخوه فى الاسلام	Positive
اللهم اغننا بحلالك عن حرامك اغننا بفضلك عمن سواك	Positive
لست الافضل لكن لي اسلوبي ساظل دائما اتقبل راي الناقد الحاسد	Positive
كلهم معندهمش احساس	Negative
من جد مجنون	Negative
نت عايش خارج البلد عموما ان كان نقاشك فرد عضلات مافيه داعي اكمل حواري معك	Negative
مهيه خربانه ان شاء الله يعملو مفاعل قرد بطلت تفرق	Negative
الفاتحه علي ارواح الغلابه	Negative
عادي محنا اتعودنا على الرفع من يوم يومنا نحن ما بنعرف غير الرفع همه برفعو نحنا بندفع على حسابنا	Negative
في كل مناحي الحياه التكنولوجيا بديل عن البشر الا في التعليم التكنولوجيا تجعل عمل المعلم .. متعه لا بديلا عنه	Positive
وانا مع انو الطاقه الشمسيه هي البديل	Negative
صحح الخبر مش تحرير المشتقات النفطيه انما توليعها	Negative
اسخف لجنه تحكيم شفتها بحياتي	Negative
اللهم اهدنا الى صراطتك المستقيم	Positive
باذن الله بديت ولو مؤخرا بنفسى الحمد لله	Positive
احقر من هيك خيانه ما في	Negative
الطاقه الشمسيه هي البديل وليست الطاقه النوويه	Negative
مش عارف كيف اهلهم سمحولهم يقدمو في البرنامج هادول شغل بطون	Negative
البسمه سر من اسرار الحياه	Positive
انتم يا قطريه شن عارفكم السياسه انتم لاعندكم جيش ولا استراتجيه ثابته انتم عملاء امريكا يا خونه	Negative
رعب وخوف على وجهك ياجبان	Negative
عاهاتك يا وطني	Negative
صباح الفل الورد يا شيخ سلمان عطر الله صباحك بذكره شكره حسن عبادته	Positive
اصلن صاحب البرنامج ماخذ شباب الامه مصخره	Negative
وانت اسكت لا تتحطم	Negative
الله يبارك فيك لانك غيرت في صاحبتي كتير وهي من المتؤثرين فيك وهي اللي عرفتني عليك	Positive
كلام رائع وفي وقته وربنا قادر علي كل شئ	Positive
مياعه وسئاله من عدوله والي معو	Negative
قصه جميله ودايما انا بحب اسمع البرنامج	Positive
وبعدين تري مالقت دعم	Negative
بكتب اوراق الشجر يقول موهبتي وانا صغير الله يسامح اللي كاذب عليه	Negative
لاتحزن فان الحسنه بعشره امثالها الى سبعمائه ضعف الى اضعاف كثيره و السيئه بمثلها الا ان يعفو ربك يتجاوز فكم لله من كرم ما سمع مثله و من جود لا يقاربه جود	Positive
يا اخي وين ما تروح بالاردن تخطى مناطق الشخصيات المهمه بالبلد الباقي كله مكرهه صحيه	Negative
صباح الخير والفل	Positive
لاتتحدث بقوتك امام ضعيف ، و لا بسعادتك امام حزين ، و لا بمالك امام فقير، زن كلامك و راع شعور الاخرين	Negative
عني كل يعلقو الا انا	Negative
انا حاسه انه قلبى مليان وعامر بنور الله	Positive
الله يبارك لنا فى ايامنا	Positive
لا بقلو بيضه حكي فارط نحن الاردنيه ما حد بيطلع معنا براس	Negative
والله شوي وتجيني جلطه لما ماطلعت الاولى ذيك المره	Negative
اللهم اعنى على ترك المعاصى حبا فى نور وجهك	Positive
ناس عزيزه المعزه لهم غير فيهم صفات الصالحين العليه	Positive
بعدين حتى الدول الي اعلنت انهاء المفاعلات النوويه زي اليابان تراجعت عن قراره	Negative
كله رائع بجد ربنا يكرمك	Positive
ابو الشباب راعي العود ليش ماوزنه في البيت غباء	Negative
عالم فاضيه بيسمو الغناء فن بيشغلو الناس	Negative
الله يوخذكم	Negative
لا محاله اول شيء يحدث له بعد عودته للمغرب سيتم اغتصابه كالعاهره	Negative
صباح القشطه	Positive
تفه عليك وع شكلك اول ما نشهرت طلقت زوجها خنزيره	Negative
اللهم اغفر لنا انا كنا ظالمين ادخلنا الجنه سالمين	Positive
يشبه رغد مجنونه هيافاء	Negative
العالم العربي مليان عاهات	Negative
يارب انت المستعان فاعنا واهدنا يارب الكون اجمع استجب	Positive
احلى شىء النهايه الباقيه صح كلامك	Positive
والله الحياه كلها بتخزي بدونكم	Negative
انا مع الاخ محمد سلامه بهالموضوع	Negative
ولا بقلو بيضه	Negative
صباحك نور	Positive
بياعين شرف	Negative
الله يلعن ام هيك نمر	Negative
حظ من ينعم بمحبه الصغار قبل الكبار ، لان محبتهم صادقه ومن القلب	Positive
جميله المعاني المجرده التي تنزوي عند التطبيق	Positive
يا عطاء يامنان يا اكرم الاكرمين	Positive
لا هديله بالشوز زى الصعيدى الى يكرمه الى ضربه بالشبشب ناقصه حراميه	Negative
بعرف حكايات مليانه عاهات مثلكم مجانين يا صيدات جورج وسوف	Negative
ابو معيتق قطع اوتار العود وقال السلام عليكم	Negative
الله على الكلام يا رب اعينا	Positive
ربي اشرح لي صدري و احلل عقده من لساني	Positive
احلى اشي الواحد يوكل بدون ما يطبخ	Positive
اللهم ارزقنا الصدق في طلب الاخلاص والاخلاص في طلب الصدق واجمع لنا بينهما بعفوك وقدرتك يا الله	Positive
ايس شراع القرف	Negative
اذا كنا بالفعل على موعد مع رفع لاسعار الخبز كما يشاع، فالاولى بالحكومه اولا ان تقوم بترشيد الدعم بحيث يذهب فقط لمن يستحقه!	Negative
ما شاء الله على هلتفائل الي عنده	Positive
اقسم بالله ان العرب اكثر الشعوب تخلفا	Negative
اللهم ارنا فيهم عجيب صنعك فانهم اذلو الشعوب	Negative
اسال الله عزوجل له الثبات	Positive
الله احفظ احبابي اصدقائي من الحسد الكيد الفتنه العين	Positive
الظاهر اهلها مفقعين وجهها قبل ما تجي ومغطيه الفلعات	Negative
اكيد طبعا حب ربنا احسن من حب اي حد وانا فعلا عملت كدا	Positive
كتكوت ضعيف الجناح الدنيا غدرت ها	Negative
عنجد بخزي	Negative
ربنا يكرمك على سعيك وحبك للمساعده	Positive
اسوا شعب الله في الكوميديا	Negative
صباح السعاده العامره	Positive
رغم انني اول من اثار فضيحه في المناهج المقرره في الاردن طوال عقود مضت ، و عوقبت بالفصل عده مرات من التربيه	Negative
و مفيش احلى من قضاء ربنا	Positive
اشي بقهر مش لا هل درجه	Negative
صباحك طيب كطيب المسك العنبر	Positive
ليش محشورين على بعض كذا خلصت الطاولات مالقو الا الطاوله الخايسه	Negative
اذا كان المدير يخاف من معلم مبدع وكان زملاء العمل يحاربون هذا المعلم فهم في الحقيقه ينتقصون من حظ طلابه	Negative
هذا تشهير ملعون والدين المفروض ما يعرضونه	Negative
انا متشائم رح اضل متشائم حتى ينزلوا البنزين	Negative
القدوه الحسنه خير من النصيحه	Positive
تايم لاين اردني واعي ومثقف لفت انتباه زين الاردن لتغيير محتوى تغريدتها شكرا لاحترامكم الراي العام في الاردن	Positive
ما بدي غير 10 يعملو لايك للبيج	Negative
متخافش يامؤمن قول يارب وحب ربك ده هو اللى خلق النعمه اللى انت متعلق بيها يعنى هو اعظم من النعمه دى وانت عارف كده	Positive
فعلا في البدايه كلهم رائعون	Positive
انت واحد ما بتستا هل الجزمه	Negative
و هكذا جنت على نفسها براقش	Negative
متسمم فكره الولد وصارت حالته صعبه يا حنين انت	Negative
برنامج ساقط	Negative
الى يقارن بينه وبين مرسى يبقى متخلف	Negative
هل تعلم ان المطر يتشكل اولا على هيئه بلورات ثلج داخل الغيوم يتحول الى قطرات ماء بعد ذوبانه هو في طريقه الى اليابسه	Positive
ربنا يقدرنى ويعفو عنى	Positive
هذول مخانيث	Negative
للاسف اصبحنا غرباء في اوطاننا اصبح الوطن وكانه ليس لنا اصبح الوطن ملك خاص لتاجرين والمتنفذين	Negative
لا تتهاون بحجاب زوجتك فهناك رجال في الطرقات في قلوبهم مرض يتمتعون بالنظر لنساء	Negative
استاذ غاوي غاوي اذا كنت غاوي المسخره روح اشتغل كراكوز	Negative
كله على راس المواطن ما يثير السخريه رفع اسعار المستقات النفطيه المستخدمه في الصناعه تقول صناعتنا مكسره الدنيا	Negative
يا طيب صباحك كل خيرات	Positive
اطمئن يا قلبى فرزقى لا ياخذه غيرى	Positive
تفو كس امك حماره	Negative
ضيعت دقايق من عمري بمشاهده ازنخ اتفه شخص بالحياه الا هو اللي بالنص لا حتى بعرف اسمه	Negative
وهذه من اكبر المشاكل التي تؤرق الشباب في هذه الايام	Positive
الدال على الخير كفاعله	Positive
الله يحمي البلد من كل مخرب والله يعطيكي العافيه رجال الامن العين السهره على حمايه البلد من اصحاب النفس المريضه انتم النشامى	Positive
حالات مرضيه نفسيه مستعصيه لا يستطيع شفائها لا العلم لا الفن	Negative
طبيب عيون اردني يسجل اختراعا جديدا في روسيا. كل يوم انجاز اردني يسجل. اﻻردن تكبر بابنائها	Positive
اللهم اعنا ترك كل ما لا ترضي	Positive
واحد هامل	Negative
انا لله انا اليه راجعون الله يستر هالبلد	Negative
ليش الطلاب فاضين يعملو مشاكل فاضين للدراسه يعني ما عندهم وقت فراغ للمشاكل	Negative
لا تعليق	Negative
مبرد وجوهكم	Negative
وان مدحتك بالقصائد ماوفيت	Positive
سخيف مره يمسخرون الواحد ومافي شي يضحك اصلا	Negative
الحمد لله ما اكرمك يا الله	Positive
لا ياعزيزتي انا عايشه بالمحكمه واشوف تسلط وظلم كبير من اشباه الرجال بس بالنهايه المظلومه تجد من ينتصر لها وبكل هدوء بدون افلام	Negative
يلعن ابو التفاهه	Negative
اقل من عادي هذا مستواك اقلب وجهك	Negative
قصه جميله تعلم الناس كمان الامانه لان اذا اخذ القليل اخذا الكثير	Positive
ما في احلى من التفائل الواحد بعيش مرتاح	Positive
قصه حقيقيه رائعه فيها عبره لكل زوج وزوجه فيها الموده والرحمه	Positive
اذا شعرت بشيء من حالات الاحباط والملل فجرب العمل التطوعي	Positive
خفي علينا يا حجه بلا مانسمع صوتك الناعم ويصيبنا صرع	Negative
الا يكفي ان نسبه مرضى السرطان في الاردن اعلى نسبه عالميه بسبب مفاعل دايمونه الاسرائيلي بكل جهل نضعهه في بلدنا	Negative
السعي وراء الرزق عباده و جهاد	Positive
ما اجمل من مثل هذا الحب الصادق الشفا	Negative
ارحمونا من الجوكر	Negative
مفيش اجمل من ان الانسان يحافظ على كرامته	Positive
انشالله انو يطلع كلام فاضي لانو اذا ضربت سوريا الاردن رح اتصير حرب عالميه ثالثه وما رح اتخلص غير لما نتخزق	Negative
اسعد الله صباحكم علامتنا بالخيرات	Positive
قرد زاني ابن حرام انقلع قبح الله صورتك ياخنزير	Negative
يارب عوضنا خير مما اخذ منا	Positive
انا دايما فرحان مش سائل بالدنيا الحمد لله	Positive
مع مرور والوقت وزياده الالتزامات والمسؤوليات قد تنسى ما كنت تستمع	Negative
اللهم احينا وامتنا على الاسلام وعلى كلمه لا اله الا الله	Positive
غبي من جده	Negative
الحمد لله نامل من الله ان يمن علينا بالهدايه	Positive
الاعتداءات على المعلمين والاطباء .. جرائم لا تقبل اي تبرير	Negative
شوف شكلك بالاول بعدين احكي	Negative
ربنا يهدينا يهدي بينا امه محمد الغافلين	Positive
الاردن هذا الي كله فخر واعتزاز لمدح مشروع الطاقه الشمسيه في الديوان الملكي كيف شعوره لو المشروع طاقه نوويه ؟! شو علاقه الفخر والاعتزاز ؟!	Negative
اصلا ابو وديع لو كان اجا كان خسر	Negative
نادرا ما بتصير لو انه الشعب بتطور وبيتعلم مع الوقت	Negative
اندهش لما عرف الحقيقه	Negative
ونعم بالله العلي العظيم ونعم بالله عزوجل	Positive
ضحكت طفل بسمه امل	Positive
الحل الوحيد حب الله ورسوله وطاعتهم	Positive
الله الله على اخلاق الصحابه اصحاب رسول الله	Positive
المعنى الحقيقي لعاهاتك يا وطن	Negative
عيب والله اسم المقطع	Negative
سنبقى دائما معا نشاطر بعضنا البعض مر الحياه وحلوها	Positive
قرف يعيع	Negative
اعنكم الله تقبل منكم يسر طريقكم	Positive
يشم الطيب ويتعطر يا دكتور	Positive
حيوان وكلب الله يموتك	Negative
كتير رخيص ومقرف	Negative
افلام الرعب تاثر على اطفالنا	Negative
اللي غنى عدوله محاوله استخفاف دم من البرنامج	Negative
اشداء على الكفار رحماء بينهم	Positive
والله نوفي صح لسانك	Negative
فى ناس كتير ربنا كرمهم بنعمه الاسلام ولكنها لا تدرك قيمتها	Positive
صباح الدرب للجنه و بلبل شادي بفنه و ريحه الياس و الحنه	Positive
هي عندها صوت قوي بس للاسف الحين مثل غيرها	Negative
يارب ثبتنا بعد اخذ القرار لان هو ده الاهم الاصعب	Positive
و الى اسماء الاسد كس اخت زوجك :	Negative
دمك ثقيل	Negative
طبعا واقع	Positive
اللهم اني اسالك خشيه في السر والعلن	Positive
الكرامه فوق كل شيء	Positive
الله لا يوفقكم محد يخاف علي من البرد	Positive
فعلا ان الطموح هو سر النجاح	Positive
اكيد بقرف	Negative
مين هاي الي بصوره وئدامها كورس	Negative
توكلت عليك يا الله	Positive
الله الله عليك يا استاذ عمر بارك الله لك بارك عليك جزاك الله عنا خيرا كثير	Positive
مين معو دوا للصراصير جد لازمهم رش مبيد حشري للقضاء على هيك حالات متخلفه	Negative
اعطيه علي راسي هدا الصح ياحاجه الله اكبر	Negative
اخبار مسخره	Negative
ما اضيق العيش لولا فسحه الامل الحمد لله	Positive
هذا اللي انت فالح فيه بس كيف تختار ضحاياك بالسرق جعل العاهه تصيبك ولاعاد تطيب منها ياولد الحرام	Negative
الملح احسن علاج لالتهاب الحلق ومفعوله اسرع من الادويه	Positive
حسيت كله تمثيل وسخافه غباء	Negative
نقطه النهايه وداعا	Negative
يا اخوان انتبهوا الى انه اكثر المشتركين المايعين من لبنان او سوريا وهذا حالهم لان تركوا مله الاسلام وتبعوا الميوع مع الشيطان	Negative
اربد فيها جامعات اكثر من عمان .. وفيها قد عمان ونص لعيبه المنتخب منها .. و 80 % من مطربين الاردن منها	Positive
لازم اخر ما توصل اليه العقل البشري من غباء اخوكم حمزه اللهواني من الاردن	Negative
اصلا سوبر ستار للعاهات	Negative
وياريت بتظبط الكذب ماوش رجلي	Positive
تيس مابفهم	Negative
ما اجمل الوفاء	Positive
غبي انتا اشي الصووت هاد بتشبهو بجورج وسوف	Negative
ربك دايما جنبك لو نديته هتلاقيه	Positive
قريبا ان شاء لله تسمع اخبار تسركم	Positive
كلامك جميل ورائع	Positive
من دون التفاؤل ما في حياه	Positive
ما يستحون هم جايين لو انا منهم اروح اقشر بصل	Negative
اللهم ثبتنا وثبته على دينك الحنيف وسنه نبيك	Positive
واثق من نفسه الحبيب	Negative
كلب واطي	Negative
اقرفني شعر تقول حاط دبر امل وجاي	Negative
جمال الصفحه من جمالكم رقي اخلاقكم انا متاكد ان صفحتنا ستعجبك فانضم الينا ادعو اصدقائك فنحن نسعد بك بهم	Positive
كلنا ما انتصرنا على نفسنا وعلى الحاجه ددي الي متعبتنا ومبعدتنا عن الله	Positive
ساعات اللى فى السر هو اللى بيخلى الناس تحبك فى العلن من غير ما يكونوا عارفين الا انهم بيحبوك من غير سبب	Positive
استعينوا بالله يا مسلمين	Positive
سلمت امري ربي عالمين رغم البعد احس ان ربنا رح يكتب ويجمعنا ويكون نصيبي	Positive
والله بذل نفسي مره اثنين خمسين عشان الغرام الحلال احلى لكن مين يحس يفهم يقدر	Positive
الغلط مو من المشاركين الغلط من نفس البرنامج المفروض تكون فى مرحله فرز فى البدايه قبل لا يطلعو الهواء	Negative
البقاء في الخيال دمار	Negative
في ايه يا ولاد الوثخه؟	Negative
اللهم امليء قلبي بحبك	Positive
لهم صارو يبيعو يشترو في البلد متل ما بدهم	Negative
وعجلت اليك ربي لترضي : كن كالمطر، اذا اقبل استبشر الناس به واذا حط نفعهم ، واذا رحل ترك اثرا نافعا فيهم واذا غاب اشتاقوا اليه .	Positive
ماشاء الله عليكم بجد موضوع مهم جدا والاهم الرقي الرائع في الحوار	Positive
وعلي الله قصد السبيل	Positive
كل النسخ العربيه والاجنبه كله تمثيل في تمثيل مسخره وعقول تاقهه	Negative
اترك ما تهوى لاجل من تخشى	Positive
المنتخب الايطالي عقيم هجوميا بعد ماكان منتخب يخشى هجومه كل المنتخبات	Negative
حرف الراء مصيبه ريس	Negative
الله على الظالمين	Negative
شكلك دايما متاخره عن المدرسه	Negative
اللهم اني اسالك صبرا	Positive
صباح الامتحانات	Negative
صباح العفو والتسامح صباح الخير لوجه الخير	Positive
هه انا من ناحيتي هاظ الانسان الي قاعد بلنص اقرف واحد	Negative
والله عيب بهدلتو حالكم	Negative
الوفاء اصبح شئ نادر يكاد يكون معدوم	Positive
كل البدايات جميله لكن العبره دائما تكون بالختام,اما كسبت او تعلمت درس مستحيل تنساه.	Positive
صح الصح كمان	Positive
انا بحب كل الناس بتمنالهم الخير	Positive
خبر عاجل يمنع لجميع المجانين التقدم الى سوبر ستار	Negative
ومن خسئ الشيعه اخوان القرده الخنازير	Negative
شبابنا فيهم الخير بس بدهم حدا يرشدهم	Positive
URL العرطه سمعناها قبل URL تصرف وسوبديلك اشي يرفع اقتصاد البلد	Negative
انتو كلاب ازى تسو المصحف بى كلابه زى ده	Negative
حبيبي شرلبوني يموت شرلبونا انا مدريدي? لكن ماني مغير لعيونه	Negative
لسنا مجبرين على تبرير المواقف لمن يسىء الظن بنا من يعرفنا جيدا يفهمنا جيدا فالعين تكذب نفسها ان احبت	Positive
لازم كل واحد فينا يفكر بشكل ايجابي يبعد عنه السلبيات	Positive
عنجد بخزي شو هاد على حساب ازياء طلع باله	Negative
اللهم القلوب الضاله	Positive
تقول داخله فيها ترله انحولت مع الاغنيه	Negative
مساكين ها البشر	Negative
اللهم اعز المسلمين	Positive
صدقت الله يا شيخ	Positive
ربنا يشفيهم	Positive
حماك الله من النكد	Positive
'عندما يقول لك احد: ابشرك فانك مباشره تفرح وتبتسم فكيف اذا كان القائل هو الله سبحانه وتعالى حين يقول : ''وبشر الصابرين''	Positive
صدقت يا رب اجعلنا راضين بقدرك	Positive
مزعج الي كثيير	Negative
ما فيها شك	Positive
مات في القريه قردا فاسترحنا من اذاه خلف الملعون عجوزا فاق في الخرف اباه	Negative
يارب ساعدني وقويني وساعدني اخد حبيبي	Positive
و الناس يدرون شو بقول عنهم في نفسي وهم يتكلمون ما يكلمني حدا نهائي	Negative
شو الاشي الي بيضحك ما ازنخك	Negative
اصدقاء اوفياء ونتعلم منهم	Positive
رهيب حسن تعالى تعالى	Negative
كلام حلو ومشجع	Positive
تماما اللهم لا تحرمنا الصدق في الكلام	Positive
مش شايف العالم مش ملاقيه الخبز كل واحد بشتغل على سياره رح يوكل هوا بارتفاع المحروقات الاكل الشرب رح يرتفع	Negative
اسال الله لك الاخلاص يا حبيبنا و اشتاق والله للصلاه معكم واسال الكريم ان يعيدكم الى منبركم كل عام وانت في خير وبخير	Positive
الارواح جنود مجنده من تعارف منها اتلف ومن تنافر منها اختلف	Positive
كس اختك	Negative
صباح الوفاء لك يا صديقي	Positive
والله الواحد بيدعي كثيرا ان ربنا يجعلنا في طريق مستقيم	Positive
زهايمر وخرف وحبتين كبتاجون	Negative
انا توجيهي سعودي و بدرس بجامعه من احسن جامعات الاردن ، و الشعب قاعد يعيد توجيهي و يرسب من ورى الوزير	Negative
ودي اكسر الابتوب على راسه	Negative
اللهم ارضنا و ارضى علينا	Positive
اللهم انى اقسمت عليك بك ان تهدى شباب المسلمين وتنور قلوبهم كما انعمت على طارق بنعمه الاسلام	Positive
عمدا فيهم ما نستعمل التدفئه نلبس فروه	Negative
شو هالغباء فضحتنا	Negative
سافل و غشاش	Negative
يا رب بناتنا شبابنا كلهم يستطيعوا العمل بهذه النصيحه يا ريتا كلنا نتذكر اننا كلنا دعاه للاسلام باخلاقيتنا الصفات الحسنه	Positive
اموت بصوتها	Negative
ما بكره حد قدك	Negative
والله على بالي مجنون	Negative
تخسا هما وكل واحد بشد على يدهم مشكلتو شعب سوري يدعون البراء وهم في قمه النذاله	Negative
الحمد لله الحمد لله الحمد لله حمدا شاكرا ففضلك ربي	Positive
كل شئ في حب الله تهون وحب ربنا اقوى بكتير من اى حاجه	Positive
ادعي من الله ان يقوني علي طاعته	Positive
